Jurisdiction,Week,All,Natural,Septicemia,Malignant,Diabetes,Alzheimer,Influenza,Chronic Illnesses,Other Diseases,Nephritis,"Symptoms, Signs, and Abnormal Clinical and Laboratory Findings",Heart Diseases,Cerebrovascular,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death)
Washington,12/25/2021,1407,1270,22,284,44,81,NA,49,20,NA,22,271,68,98,81
West Virginia,12/25/2021,576,530,NA,72,33,18,NA,38,NA,12,19,112,10,99,90
Wisconsin,12/25/2021,1459,1367,18,234,34,69,13,56,16,22,NA,258,56,298,277
Wyoming,12/25/2021,130,119,NA,22,NA,NA,NA,NA,NA,0,0,29,NA,20,19
Puerto Rico,12/25/2021,634,591,14,103,66,62,15,11,NA,19,NA,136,29,10,NA
United States,1/1/2022,73653,67885,900,11544,2280,2466,1133,3149,951,1233,985,14863,3325,11594,10418
Alabama,1/1/2022,1206,1116,27,188,24,62,23,82,12,24,15,288,80,82,64
Alaska,1/1/2022,117,97,0,18,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
Arizona,1/1/2022,1820,1665,14,248,46,60,27,61,21,26,28,321,64,423,399
Arkansas,1/1/2022,791,734,10,117,31,32,16,70,NA,23,NA,176,36,85,76
California,1/1/2022,6738,6207,51,1174,263,360,130,281,67,107,111,1417,350,617,550
Colorado,1/1/2022,1094,996,14,158,29,42,NA,55,17,NA,NA,185,42,190,169
Connecticut,1/1/2022,786,725,13,121,26,27,NA,19,12,14,NA,162,29,121,108
Delaware,1/1/2022,252,234,NA,43,NA,11,NA,NA,NA,NA,0,38,18,54,49
District of Columbia,1/1/2022,176,150,NA,26,10,0,NA,NA,NA,NA,NA,36,NA,34,29
Florida,1/1/2022,4838,4345,59,955,152,104,79,236,51,66,84,1044,297,299,250
Georgia,1/1/2022,2201,2004,37,364,59,103,24,96,44,52,25,451,102,222,193
Hawaii,1/1/2022,242,220,NA,54,NA,10,NA,NA,NA,NA,NA,43,19,11,NA
Idaho,1/1/2022,338,311,NA,51,NA,20,NA,23,0,NA,NA,70,12,41,38
Illinois,1/1/2022,2986,2781,39,454,93,89,50,111,31,76,34,574,140,628,578
Indiana,1/1/2022,1830,1713,17,256,54,51,19,84,29,30,NA,310,62,485,446
Iowa,1/1/2022,807,766,NA,129,20,28,10,33,11,11,14,181,24,141,123
Kansas,1/1/2022,736,688,10,83,25,16,14,33,NA,11,11,117,29,169,161
Kentucky,1/1/2022,1329,1221,24,206,37,30,15,84,17,17,12,260,55,244,217
Louisiana,1/1/2022,962,845,25,132,31,40,14,37,22,24,13,210,54,55,40
Maine,1/1/2022,344,316,0,69,NA,12,NA,17,NA,NA,NA,54,10,63,55
Maryland,1/1/2022,1285,1207,21,194,44,17,17,37,12,21,17,249,70,267,231
Massachusetts,1/1/2022,1487,1378,28,236,30,36,24,58,20,29,19,244,59,260,231
Michigan,1/1/2022,2722,2551,28,405,67,92,35,102,22,43,11,548,136,658,586
Minnesota,1/1/2022,1209,1113,13,190,39,52,18,50,17,NA,24,216,54,231,197
Mississippi,1/1/2022,825,745,NA,125,27,25,16,61,11,18,NA,188,47,77,63
Missouri,1/1/2022,1644,1528,21,256,42,56,31,65,19,38,12,354,81,299,276
Montana,1/1/2022,249,220,NA,44,NA,NA,NA,14,NA,NA,NA,56,NA,23,20
Nebraska,1/1/2022,410,379,NA,55,11,12,NA,24,NA,NA,NA,83,15,62,56
Nevada,1/1/2022,695,632,NA,103,14,19,NA,26,NA,NA,NA,163,33,103,98
New Hampshire,1/1/2022,300,268,0,55,NA,NA,NA,12,NA,NA,NA,57,10,55,51
New Jersey,1/1/2022,1965,1842,34,287,72,47,24,62,43,38,34,418,75,380,335
New Mexico,1/1/2022,597,551,NA,83,19,NA,NA,21,NA,NA,NA,114,19,155,143
New York,1/1/2022,2637,2487,28,431,64,55,50,88,35,49,58,540,101,482,443
New York City,1/1/2022,1441,1359,22,248,43,36,40,33,12,16,39,379,50,259,214
North Carolina,1/1/2022,2333,2149,38,398,80,82,49,97,39,54,31,438,105,247,225
North Dakota,1/1/2022,164,155,NA,20,NA,NA,NA,NA,NA,NA,NA,38,NA,22,20
Ohio,1/1/2022,3734,3482,48,484,115,112,67,145,55,50,48,706,170,993,902
Oklahoma,1/1/2022,1023,947,NA,150,28,33,12,65,NA,11,10,269,29,180,154
Oregon,1/1/2022,928,857,NA,174,31,40,10,56,14,NA,16,162,62,74,64
Pennsylvania,1/1/2022,3659,3408,46,501,99,78,50,136,56,72,52,730,128,818,749
Rhode Island,1/1/2022,275,261,NA,41,NA,12,NA,NA,0,NA,NA,58,14,47,45
South Carolina,1/1/2022,1240,1124,13,193,41,47,NA,57,15,19,11,262,50,129,115
South Dakota,1/1/2022,216,197,NA,33,NA,12,NA,14,NA,NA,0,29,NA,38,33
Tennessee,1/1/2022,1868,1716,21,255,67,39,43,106,27,27,27,416,89,244,224
Texas,1/1/2022,4992,4565,71,774,168,192,67,207,78,87,56,1013,236,618,564
Utah,1/1/2022,479,433,NA,59,22,18,NA,11,11,NA,14,91,16,54,49
Vermont,1/1/2022,181,164,NA,28,NA,11,NA,NA,NA,0,0,49,NA,21,17
Virginia,1/1/2022,1827,1701,28,294,65,48,21,66,24,40,28,339,86,271,254
Washington,1/1/2022,1452,1311,16,256,57,89,17,58,12,13,21,269,73,133,119
West Virginia,1/1/2022,639,583,NA,107,27,22,12,39,NA,14,13,120,18,104,97
Wisconsin,1/1/2022,1481,1341,14,200,32,60,12,65,12,28,21,295,35,305,269
Wyoming,1/1/2022,103,97,0,19,NA,NA,0,NA,NA,NA,NA,16,NA,13,12
Puerto Rico,1/1/2022,664,623,16,84,66,48,20,19,13,30,11,118,40,28,20
United States,1/8/2022,76161,71066,925,11463,2317,2503,1162,3235,996,1260,1207,15399,3335,14559,12818
Alabama,1/8/2022,878,829,16,139,28,39,16,55,14,18,11,190,40,108,98
Alaska,1/8/2022,102,91,NA,19,NA,NA,NA,NA,0,0,NA,16,NA,14,11
Arizona,1/8/2022,1725,1589,NA,217,72,50,33,79,22,26,31,293,61,382,351
Arkansas,1/8/2022,854,815,13,128,24,33,11,56,12,25,10,208,35,118,109
California,1/8/2022,7280,6795,47,1215,275,400,133,283,79,122,115,1548,416,926,816
Colorado,1/8/2022,861,851,NA,149,22,28,14,40,16,14,NA,157,51,151,123
Connecticut,1/8/2022,876,824,NA,137,16,26,11,25,NA,11,NA,167,24,202,180
Delaware,1/8/2022,267,246,NA,40,10,12,NA,NA,0,NA,0,53,14,68,54
District of Columbia,1/8/2022,166,148,NA,22,NA,0,NA,NA,0,NA,0,47,NA,46,31
Florida,1/8/2022,5169,4731,77,893,161,129,66,237,52,92,108,1089,339,554,468
Georgia,1/8/2022,2295,2165,45,334,70,89,35,114,55,41,29,502,97,354,315
Hawaii,1/8/2022,254,238,NA,52,NA,NA,NA,NA,NA,NA,11,56,14,19,15
Idaho,1/8/2022,292,266,0,42,10,13,NA,17,NA,NA,NA,68,NA,34,32
Illinois,1/8/2022,3375,3179,42,469,108,89,50,131,42,76,46,613,147,893,821
Indiana,1/8/2022,1912,1756,13,250,73,44,20,110,21,23,NA,349,60,473,420
Iowa,1/8/2022,812,765,11,128,19,25,17,43,11,NA,NA,195,25,136,123
Kansas,1/8/2022,658,625,NA,75,24,23,NA,39,10,13,NA,126,25,141,125
Kentucky,1/8/2022,1338,1256,21,225,38,43,23,79,15,31,10,248,47,256,222
Louisiana,1/8/2022,892,781,16,112,35,31,NA,34,26,20,11,215,49,93,79
Maine,1/8/2022,157,148,0,31,NA,NA,NA,NA,NA,NA,NA,33,10,22,19
Maryland,1/8/2022,1329,1235,19,175,38,25,16,32,NA,NA,10,260,59,375,322
Massachusetts,1/8/2022,1346,1245,20,209,21,36,22,41,32,25,16,235,38,288,251
Michigan,1/8/2022,2774,2600,35,382,100,73,33,106,28,49,27,602,119,661,580
Minnesota,1/8/2022,1173,1070,NA,175,28,34,19,57,17,19,28,193,52,224,193
Mississippi,1/8/2022,817,757,NA,123,23,38,13,50,NA,19,NA,179,43,127,106
Missouri,1/8/2022,1841,1707,17,267,45,62,30,86,23,35,NA,399,70,403,363
Montana,1/8/2022,274,254,NA,46,NA,NA,NA,17,NA,NA,NA,69,10,29,22
Nebraska,1/8/2022,463,435,11,77,NA,23,NA,19,NA,NA,NA,87,14,72,59
Nevada,1/8/2022,756,700,NA,113,20,14,22,38,NA,NA,NA,190,26,126,120
New Hampshire,1/8/2022,201,183,NA,26,NA,NA,NA,NA,NA,NA,NA,48,NA,42,35
New Jersey,1/8/2022,2308,2189,59,298,53,53,34,75,41,51,39,483,71,655,557
New Mexico,1/8/2022,459,415,NA,43,15,13,NA,23,NA,NA,NA,88,19,101,87
New York,1/8/2022,2753,2613,36,424,74,36,51,100,42,47,44,541,101,632,564
New York City,1/8/2022,1578,1519,24,179,32,24,34,29,17,NA,66,438,32,486,411
North Carolina,1/8/2022,2251,2125,24,335,73,80,34,110,34,52,59,428,99,381,347
North Dakota,1/8/2022,196,184,NA,31,NA,NA,NA,NA,NA,NA,NA,42,NA,28,24
Ohio,1/8/2022,3935,3686,46,501,111,115,63,160,49,64,39,714,144,1148,1030
Oklahoma,1/8/2022,1023,1011,NA,178,31,43,15,70,NA,11,20,241,32,196,182
Oregon,1/8/2022,885,802,NA,150,26,30,NA,37,10,NA,33,154,39,89,74
Pennsylvania,1/8/2022,4051,3797,46,612,91,109,62,124,43,71,59,813,172,960,862
Rhode Island,1/8/2022,242,229,NA,34,NA,10,NA,12,NA,NA,NA,53,NA,51,45
South Carolina,1/8/2022,1244,1174,18,203,48,42,19,54,26,15,10,249,51,193,168
South Dakota,1/8/2022,233,219,NA,36,NA,11,NA,NA,NA,NA,0,46,NA,55,51
Tennessee,1/8/2022,1971,1799,34,268,68,58,41,98,22,34,24,419,75,334,292
Texas,1/8/2022,5502,5099,74,897,188,230,72,231,76,94,73,1074,289,870,747
Utah,1/8/2022,525,473,NA,74,10,22,NA,17,NA,NA,12,103,21,71,60
Vermont,1/8/2022,116,104,NA,18,NA,NA,NA,NA,0,NA,NA,27,NA,NA,NA
Virginia,1/8/2022,2015,1923,24,306,74,58,34,93,35,38,107,353,98,364,324
Washington,1/8/2022,1539,1403,14,274,55,79,11,56,19,10,30,270,72,176,151
West Virginia,1/8/2022,564,517,NA,91,17,17,17,37,NA,12,16,96,17,91,83
Wisconsin,1/8/2022,1572,1447,16,231,31,53,20,59,14,21,16,321,64,328,284
Wyoming,1/8/2022,62,54,0,10,0,NA,0,NA,NA,0,NA,11,0,NA,NA
Puerto Rico,1/8/2022,693,645,11,84,68,51,24,27,NA,24,NA,104,31,83,74
United States,1/15/2022,82977,77860,928,12028,2495,2955,1108,3234,1046,1319,1253,16092,3708,18658,16317
Alabama,1/15/2022,1091,1056,24,151,38,53,18,63,20,15,17,270,42,168,144
Alaska,1/15/2022,103,88,NA,19,NA,NA,NA,NA,NA,0,NA,18,NA,13,12
Arizona,1/15/2022,1796,1673,10,261,49,61,21,77,26,27,23,286,65,450,416
Arkansas,1/15/2022,854,816,14,126,33,44,16,45,11,16,NA,174,50,149,131
California,1/15/2022,7929,7417,32,1229,299,422,135,286,72,121,142,1641,414,1376,1223
Colorado,1/15/2022,895,884,NA,151,27,44,11,43,NA,15,NA,151,34,192,164
Connecticut,1/15/2022,910,850,15,130,12,28,10,24,14,26,15,143,31,260,224
Delaware,1/15/2022,298,282,NA,50,13,14,NA,11,NA,NA,NA,47,17,78,69
District of Columbia,1/15/2022,163,153,NA,23,NA,NA,NA,NA,0,0,NA,33,NA,45,30
Florida,1/15/2022,5736,5355,70,921,187,167,68,242,59,89,110,1112,367,1016,874
Georgia,1/15/2022,2597,2449,39,357,69,123,45,120,56,62,30,529,119,556,484
Hawaii,1/15/2022,303,279,NA,52,NA,11,NA,NA,NA,NA,NA,63,26,26,19
Idaho,1/15/2022,348,325,NA,69,NA,17,NA,25,NA,NA,NA,61,18,51,42
Illinois,1/15/2022,3446,3237,43,464,94,110,39,117,35,61,47,637,135,952,870
Indiana,1/15/2022,2114,1981,24,305,55,71,16,96,26,42,NA,355,78,583,522
Iowa,1/15/2022,847,807,NA,125,30,22,21,47,11,NA,NA,168,31,167,149
Kansas,1/15/2022,853,806,NA,117,20,23,11,37,12,18,17,132,26,225,207
Kentucky,1/15/2022,1409,1303,31,228,43,27,15,74,26,33,16,230,45,316,273
Louisiana,1/15/2022,1130,1005,18,148,33,43,14,47,13,28,NA,281,62,161,125
Maine,1/15/2022,254,230,NA,45,NA,NA,NA,NA,NA,NA,NA,59,12,38,35
Maryland,1/15/2022,1595,1471,22,211,54,27,14,52,14,13,NA,294,67,468,397
Massachusetts,1/15/2022,1503,1401,15,225,34,39,25,42,25,27,14,271,55,322,267
Michigan,1/15/2022,2802,2633,27,412,75,92,35,103,29,39,41,610,124,663,574
Minnesota,1/15/2022,1223,1133,NA,238,38,61,NA,47,13,14,41,208,52,190,153
Mississippi,1/15/2022,938,877,NA,150,32,51,17,58,NA,22,NA,183,38,204,169
Missouri,1/15/2022,1926,1782,24,264,42,54,24,98,36,43,NA,369,68,477,430
Montana,1/15/2022,250,228,NA,38,NA,NA,NA,12,NA,NA,0,59,NA,39,35
Nebraska,1/15/2022,487,456,NA,68,10,21,NA,15,NA,NA,NA,88,19,96,81
Nevada,1/15/2022,804,741,NA,119,20,21,15,42,NA,13,12,166,31,185,172
New Hampshire,1/15/2022,314,300,NA,43,NA,11,NA,15,NA,NA,NA,57,16,55,48
New Jersey,1/15/2022,2512,2398,48,300,71,70,24,67,48,34,30,496,74,807,683
New Mexico,1/15/2022,527,485,NA,63,16,17,NA,18,NA,NA,NA,81,25,135,122
New York,1/15/2022,2925,2781,39,414,74,65,60,106,50,39,41,609,90,721,602
New York City,1/15/2022,2036,1950,16,217,44,37,35,27,30,18,87,497,62,713,604
North Carolina,1/15/2022,2668,2490,38,405,101,80,38,92,37,52,42,467,130,524,476
North Dakota,1/15/2022,184,164,NA,31,NA,NA,NA,11,NA,NA,NA,23,10,29,28
Ohio,1/15/2022,4046,3805,42,540,115,137,40,143,48,58,46,717,179,1244,1107
Oklahoma,1/15/2022,1190,1180,NA,169,32,49,23,89,NA,NA,39,273,43,282,239
Oregon,1/15/2022,1011,955,11,176,46,40,NA,49,12,13,30,177,62,109,94
Pennsylvania,1/15/2022,4070,3807,49,508,112,126,47,125,53,85,63,848,164,1118,975
Rhode Island,1/15/2022,266,254,NA,40,NA,NA,NA,10,NA,NA,NA,52,13,65,56
South Carolina,1/15/2022,1414,1348,13,205,39,58,24,71,22,15,13,281,74,261,226
South Dakota,1/15/2022,232,212,NA,27,NA,15,NA,17,NA,NA,0,44,NA,34,31
Tennessee,1/15/2022,2180,2021,24,311,71,63,28,102,20,28,23,444,105,455,416
Texas,1/15/2022,6099,5728,87,907,195,240,90,203,84,103,59,1191,289,1303,1159
Utah,1/15/2022,491,459,NA,64,19,20,NA,18,NA,10,NA,90,26,85,71
Vermont,1/15/2022,147,134,NA,28,NA,NA,NA,NA,0,NA,NA,26,NA,20,15
Virginia,1/15/2022,2186,2105,31,313,69,64,32,62,35,35,98,367,108,477,428
Washington,1/15/2022,1627,1491,21,267,60,96,NA,49,13,NA,24,296,77,263,219
West Virginia,1/15/2022,604,562,NA,79,22,14,NA,44,NA,NA,14,96,26,121,114
Wisconsin,1/15/2022,1589,1464,13,219,42,71,13,64,14,24,16,310,72,362,305
Wyoming,1/15/2022,55,49,NA,NA,0,NA,0,NA,0,0,0,12,NA,NA,NA
Puerto Rico,1/15/2022,805,771,16,108,80,64,21,18,NA,25,NA,121,24,155,145
United States,1/22/2022,83225,78263,844,11658,2523,2882,1061,3142,981,1314,1299,15708,3749,20795,17987
Alabama,1/22/2022,900,866,14,131,23,41,10,41,14,10,NA,204,41,172,151
Alaska,1/22/2022,88,81,NA,14,NA,NA,NA,NA,0,0,NA,15,12,12,NA
Arizona,1/22/2022,1793,1681,20,218,58,60,22,81,26,25,24,305,69,477,416
Arkansas,1/22/2022,891,839,NA,113,40,26,20,53,NA,15,NA,203,34,209,181
California,1/22/2022,8192,7692,50,1136,282,438,130,290,69,108,155,1541,460,1870,1643
Colorado,1/22/2022,828,814,NA,116,23,47,11,48,11,10,NA,144,37,205,171
Connecticut,1/22/2022,978,904,10,125,16,31,10,17,15,17,NA,169,29,301,262
Delaware,1/22/2022,347,323,NA,40,NA,12,NA,12,NA,NA,0,65,22,92,86
District of Columbia,1/22/2022,195,176,NA,26,NA,NA,NA,NA,NA,NA,NA,39,13,53,40
Florida,1/22/2022,5978,5569,55,876,197,141,73,232,56,85,134,1141,384,1319,1136
Georgia,1/22/2022,2676,2569,38,381,77,111,35,98,42,48,30,489,144,644,564
Hawaii,1/22/2022,324,310,NA,49,10,NA,NA,NA,NA,10,NA,71,20,61,48
Idaho,1/22/2022,332,298,0,61,12,20,NA,13,NA,NA,NA,51,NA,50,41
Illinois,1/22/2022,3301,3113,33,452,77,109,43,121,36,63,38,576,136,974,860
Indiana,1/22/2022,1980,1861,12,280,63,43,25,102,19,52,13,328,99,559,493
Iowa,1/22/2022,780,740,10,141,29,29,NA,31,12,NA,NA,166,27,152,127
Kansas,1/22/2022,826,785,NA,102,32,18,11,38,NA,13,16,139,32,215,189
Kentucky,1/22/2022,1372,1274,25,217,37,42,13,76,19,33,NA,223,56,341,296
Louisiana,1/22/2022,1227,1119,13,156,32,58,13,46,18,25,10,270,68,263,219
Maine,1/22/2022,282,265,NA,55,NA,NA,NA,17,NA,NA,0,51,NA,47,41
Maryland,1/22/2022,1548,1432,16,215,46,23,20,41,10,13,23,275,74,458,373
Massachusetts,1/22/2022,1696,1584,26,265,31,36,19,59,27,33,15,286,62,422,352
Michigan,1/22/2022,2750,2584,34,396,93,95,26,120,29,32,45,588,116,642,542
Minnesota,1/22/2022,1178,1104,10,220,33,46,15,43,11,16,26,194,61,215,177
Mississippi,1/22/2022,1000,943,NA,128,41,37,15,49,NA,19,NA,204,35,280,230
Missouri,1/22/2022,1926,1796,20,243,55,77,21,89,23,39,NA,378,52,520,468
Montana,1/22/2022,278,254,NA,39,NA,NA,NA,19,NA,0,NA,54,11,48,37
Nebraska,1/22/2022,419,390,NA,53,14,16,10,18,NA,NA,NA,88,23,74,57
Nevada,1/22/2022,887,833,NA,103,24,26,14,32,NA,10,11,195,35,255,235
New Hampshire,1/22/2022,262,245,NA,39,NA,NA,NA,15,NA,NA,NA,48,11,49,41
New Jersey,1/22/2022,2439,2322,41,331,68,74,25,70,54,39,41,469,79,758,647
New Mexico,1/22/2022,525,475,NA,65,15,14,NA,22,NA,NA,NA,70,17,146,134
New York,1/22/2022,2932,2794,23,439,90,43,59,83,48,52,57,604,98,763,632
New York City,1/22/2022,1771,1720,12,200,43,21,44,30,14,17,100,404,54,627,530
North Carolina,1/22/2022,2674,2507,28,403,98,118,31,87,39,51,32,486,117,568,505
North Dakota,1/22/2022,169,156,NA,20,14,NA,NA,NA,NA,NA,NA,32,NA,29,27
Ohio,1/22/2022,3852,3641,43,484,114,109,38,165,50,66,49,722,179,1170,1023
Oklahoma,1/22/2022,1221,1208,NA,156,32,48,18,70,NA,NA,23,301,47,375,323
Oregon,1/22/2022,968,909,NA,163,37,36,NA,40,13,14,24,176,52,149,127
Pennsylvania,1/22/2022,4052,3817,50,586,115,101,47,113,47,63,54,782,161,1096,927
Rhode Island,1/22/2022,281,264,NA,39,10,10,NA,10,NA,NA,NA,50,11,78,63
South Carolina,1/22/2022,1423,1374,20,199,47,56,19,65,16,27,10,267,88,340,289
South Dakota,1/22/2022,215,196,NA,37,NA,10,NA,NA,NA,0,0,46,13,33,31
Tennessee,1/22/2022,2136,1985,23,261,55,71,38,94,23,28,33,408,86,506,464
Texas,1/22/2022,6728,6279,73,898,197,287,66,235,87,125,68,1213,303,1747,1541
Utah,1/22/2022,549,501,NA,67,20,26,NA,15,NA,NA,NA,107,15,115,103
Vermont,1/22/2022,143,133,0,17,NA,NA,NA,NA,NA,NA,NA,32,NA,20,18
Virginia,1/22/2022,2170,2091,33,337,76,51,20,73,30,54,97,356,94,524,461
Washington,1/22/2022,1604,1484,18,263,44,92,12,55,22,13,33,281,74,288,244
West Virginia,1/22/2022,582,540,NA,82,23,23,NA,34,NA,11,16,106,12,123,107
Wisconsin,1/22/2022,1500,1370,10,210,32,54,13,51,14,20,17,288,60,354,300
Wyoming,1/22/2022,57,53,0,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,1/22/2022,831,788,11,96,67,63,24,25,NA,24,NA,137,31,179,163
United States,1/29/2022,82701,77746,859,11654,2403,2914,1017,3191,1020,1259,1302,15567,3662,20405,17563
Alabama,1/29/2022,1090,1062,22,139,28,43,17,45,21,19,16,222,54,285,249
Alaska,1/29/2022,76,67,NA,12,NA,NA,0,NA,0,NA,NA,14,NA,12,11
Arizona,1/29/2022,1923,1806,15,264,53,72,22,78,28,15,21,331,86,493,438
Arkansas,1/29/2022,949,899,19,122,49,32,NA,52,10,16,NA,201,38,233,198
California,1/29/2022,8101,7653,35,1217,268,426,125,285,80,109,142,1431,435,1926,1710
Colorado,1/29/2022,929,912,10,135,35,35,11,49,NA,NA,NA,162,40,232,186
Connecticut,1/29/2022,810,763,NA,126,18,19,13,22,14,19,13,133,38,177,158
Delaware,1/29/2022,308,286,NA,51,NA,NA,NA,NA,NA,NA,NA,57,19,78,66
District of Columbia,1/29/2022,160,143,NA,26,0,NA,NA,NA,0,NA,0,29,NA,35,25
Florida,1/29/2022,6093,5677,56,934,184,153,77,278,69,111,121,1150,343,1315,1122
Georgia,1/29/2022,2595,2470,46,344,64,97,32,99,53,56,28,487,111,665,597
Hawaii,1/29/2022,313,287,NA,51,12,NA,10,NA,NA,NA,NA,64,25,39,35
Idaho,1/29/2022,358,332,NA,56,NA,14,NA,24,NA,NA,11,56,17,71,61
Illinois,1/29/2022,3030,2816,34,437,67,115,29,92,33,54,45,541,144,785,700
Indiana,1/29/2022,1948,1818,22,270,58,53,22,96,26,39,NA,330,80,508,438
Iowa,1/29/2022,825,781,NA,127,16,42,NA,32,12,10,12,187,29,169,135
Kansas,1/29/2022,807,758,NA,117,25,23,10,40,11,13,15,129,32,208,184
Kentucky,1/29/2022,1481,1385,24,204,42,38,15,75,12,22,14,277,48,392,330
Louisiana,1/29/2022,1274,1159,31,157,38,54,20,50,16,28,14,266,49,242,216
Maine,1/29/2022,314,301,0,54,NA,16,NA,19,NA,NA,0,76,NA,60,50
Maryland,1/29/2022,1351,1251,18,205,39,27,15,35,17,20,10,282,52,323,260
Massachusetts,1/29/2022,1626,1516,21,243,48,34,20,54,25,29,20,282,60,363,296
Michigan,1/29/2022,2517,2361,20,356,78,94,23,90,27,49,33,564,123,531,438
Minnesota,1/29/2022,1227,1139,16,216,47,56,NA,47,13,16,25,186,53,236,201
Mississippi,1/29/2022,997,936,NA,113,33,46,16,49,NA,11,NA,210,45,299,248
Missouri,1/29/2022,1898,1776,24,251,47,86,27,82,23,34,NA,391,69,463,409
Montana,1/29/2022,280,255,NA,42,NA,NA,NA,NA,NA,NA,NA,59,14,45,33
Nebraska,1/29/2022,490,461,NA,68,15,24,NA,25,NA,NA,NA,100,17,103,81
Nevada,1/29/2022,855,799,NA,90,21,22,11,33,NA,NA,NA,176,31,283,256
New Hampshire,1/29/2022,281,253,NA,44,NA,NA,NA,17,NA,NA,NA,47,10,46,37
New Jersey,1/29/2022,2154,2054,49,309,45,70,24,55,40,41,40,413,90,598,497
New Mexico,1/29/2022,521,477,NA,56,19,10,NA,19,NA,NA,NA,110,15,152,135
New York,1/29/2022,2725,2605,26,374,74,54,49,95,48,46,53,590,91,663,545
New York City,1/29/2022,1662,1607,16,225,30,24,38,36,15,19,79,373,49,572,466
North Carolina,1/29/2022,2919,2776,23,398,112,105,30,126,34,40,64,481,130,739,652
North Dakota,1/29/2022,172,160,NA,18,NA,NA,NA,NA,NA,NA,NA,23,NA,41,33
Ohio,1/29/2022,3632,3408,32,465,107,121,46,128,48,60,45,665,162,1001,873
Oklahoma,1/29/2022,1311,1297,NA,180,34,46,15,74,13,NA,31,288,43,421,347
Oregon,1/29/2022,1045,980,NA,181,20,53,NA,29,NA,NA,31,181,55,181,151
Pennsylvania,1/29/2022,3814,3574,50,534,101,100,49,144,50,75,60,743,179,934,797
Rhode Island,1/29/2022,275,257,0,38,NA,NA,NA,NA,NA,NA,NA,51,NA,77,68
South Carolina,1/29/2022,1591,1517,16,227,41,54,12,69,28,21,11,259,71,463,393
South Dakota,1/29/2022,223,210,NA,34,NA,12,NA,12,0,NA,NA,47,11,44,41
Tennessee,1/29/2022,2359,2175,21,280,69,79,46,101,21,28,31,461,113,592,518
Texas,1/29/2022,6831,6419,89,898,212,262,70,266,88,114,69,1192,270,1932,1726
Utah,1/29/2022,557,517,NA,67,17,26,NA,23,NA,10,19,99,30,101,84
Vermont,1/29/2022,153,141,NA,35,NA,NA,0,NA,NA,NA,NA,33,12,19,11
Virginia,1/29/2022,2142,2057,20,300,69,65,18,64,36,29,99,411,96,492,425
Washington,1/29/2022,1580,1448,11,261,45,87,NA,56,19,NA,29,293,63,298,241
West Virginia,1/29/2022,640,589,NA,95,30,17,15,33,NA,NA,13,124,21,141,121
Wisconsin,1/29/2022,1441,1314,16,202,30,52,NA,49,13,10,22,284,62,319,264
Wyoming,1/29/2022,48,42,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
Puerto Rico,1/29/2022,719,669,15,97,55,62,22,24,NA,24,NA,99,30,114,98
United States,2/5/2022,79208,74115,835,11543,2349,2908,956,3043,957,1247,1269,15056,3467,18290,15442
Alabama,2/5/2022,1435,1368,24,206,42,69,NA,65,32,22,19,300,51,350,314
Alaska,2/5/2022,86,75,0,11,NA,NA,NA,NA,0,NA,NA,12,NA,14,12
Arizona,2/5/2022,1822,1681,10,238,58,54,28,79,32,17,13,313,60,476,407
Arkansas,2/5/2022,963,913,21,132,33,42,12,64,10,16,NA,176,34,255,221
California,2/5/2022,7888,7467,51,1155,260,406,103,260,65,107,153,1396,406,1919,1694
Colorado,2/5/2022,906,885,NA,134,28,35,NA,51,15,13,NA,162,43,214,171
Connecticut,2/5/2022,839,787,11,140,19,28,NA,35,11,27,16,151,24,172,139
Delaware,2/5/2022,268,254,NA,44,NA,14,NA,11,0,NA,NA,35,19,63,52
District of Columbia,2/5/2022,137,124,NA,19,NA,NA,NA,NA,0,NA,NA,33,NA,22,14
Florida,2/5/2022,5974,5558,49,933,178,188,59,242,51,101,111,1126,374,1223,1026
Georgia,2/5/2022,2460,2340,33,342,76,113,36,111,41,55,36,452,101,578,504
Hawaii,2/5/2022,309,290,NA,52,NA,15,NA,NA,NA,NA,16,54,15,47,43
Idaho,2/5/2022,355,335,NA,57,NA,22,NA,14,NA,NA,NA,58,17,78,66
Illinois,2/5/2022,2769,2589,28,458,87,85,31,103,34,52,37,567,125,556,471
Indiana,2/5/2022,1836,1698,14,262,63,53,22,89,22,26,NA,350,64,413,346
Iowa,2/5/2022,782,738,NA,108,22,38,NA,37,NA,12,NA,163,30,163,137
Kansas,2/5/2022,741,697,NA,91,21,17,NA,33,NA,12,17,121,34,181,159
Kentucky,2/5/2022,1452,1345,16,191,49,35,17,50,19,29,15,264,47,427,362
Louisiana,2/5/2022,1214,1112,13,175,46,54,15,45,19,23,NA,271,49,243,209
Maine,2/5/2022,318,289,0,55,12,NA,NA,NA,NA,NA,NA,68,NA,55,46
Maryland,2/5/2022,1121,1008,10,154,44,23,10,32,NA,19,12,244,67,217,172
Massachusetts,2/5/2022,1501,1376,29,233,38,29,17,47,15,29,20,262,52,289,239
Michigan,2/5/2022,2466,2326,29,370,72,84,38,94,23,45,34,596,111,486,393
